,Headlines,Date,Sentiment
495,Banking services to get affected as unions go on one-day strike. Operations at PSU banks partially hit due to trade union strike. Proposal to allow business houses into banking a good-looking step in bad direction: Kaushik Basu. RBL Bank to hold virtual cyclothon to raise funds for girl child education. RBI's culpability in Lakshmi Vilas Bank's failure needs to be looked into: AIBEA. Bombay High Court refuses Lakshmi Vilas Bank promoters' plea to stay merger with DBS. Court rejects ED intervention plea against closure report in MSC Bank case. View: Why a rush from large corporate and industrial houses to own banks is still very unlikely. ,2020-11-26,[[5.8279687e-01 3.6298475e-04 4.1684014e-01]]
496,"Why allowing corporate houses to own banks is a bad idea. LVB to become DBS Bank India, cash withdrawal allowed from Friday. Bank credit growth slows to 5.8 per cent in September quarter: RBI data. India Post consumers sweat due to lack of online services amid Covid outbreak. Bank operations may be hit by unions' strike on Thursday. ",2020-11-25,[[4.8460774e-06 8.2275079e-07 9.9999428e-01]]
497,"Jio Payments Bank seeks to open Reliance Industries, group companies' current accounts. Half of NBFCs which qualify for bank licence are corporate-owned. Non-performing loans in Indian banking sector to rise in next 12-18 months: S&P. PNB customers complain TDS deduction on every cash withdrawal. AIBEA to join trade unions in nationwide general strike on Nov 26. ",2020-11-24,[[0.956678   0.03437129 0.00895064]]
498,"HDFC Bank outage: RBI seeks details. Govt weighs 2 options for pre-pack IBC resolution. Allowing corporate houses to own banks could be disastrous: Raghuram Rajan & Viral Acharya. S&P sceptical of allowing corporates into Indian banking. Private-sector lenders may have to float NOFHC if they intend to own more than 20% in insurance or mutual fund businesses. Indian Banks grow mortgage book at the expense of risk averse non-bank lenders. 'Corporate houses in banking a bad idea': Rajan, Acharya slam RBI panel recommendations. Hitachi Payments on expansion spree, to nearly double white label ATMs by March. ",2020-11-23,[[9.8004305e-01 1.2717822e-04 1.9829668e-02]]
499,"IOB expects resolution of NPAs worth Rs 18,000 cr in 2nd half of FY21. Operation of some banks temporarily halted due to power issue at data centre on Saturday. Bank of Maharashtra expects only Rs 1,000-1,500 crore loan book to be restructured. As special audit of Srei Infra Finance begins, it's déjà vu for banks and fixed income market. HDFC Bank eyes 40-60% rise in disbursement in H2 of FY-21 on quick economic recovery. ",2020-11-22,[[2.3429604e-02 9.7615415e-01 4.1623804e-04]]
500,Big business houses may be allowed to set up banks. ,2020-11-21,[[9.9999678e-01 8.3652264e-07 2.3426965e-06]]
501,"RBI should've called for bids from interested parties: Lakshmi Vilas Bank promoter. Large corporates may be allowed as promoters of banks: RBI Internal Working Group. RBI internal working group recommends promoters to hold higher stake in private banks. ED assures SC of no coercive action against former ICICI Bank CEO Chanda Kochhar in PMLA case. Bajaj Finance, M&M Financial may be front runners to become banks if RBI accepts suggestions. New RBI norms might force banks to reduce their holdings, change business models. “Consolidated supervision” clause may deter corporate houses to seek bank license. Tracing the evolution of bank licensing in India. How to make PM Modi's flagship Jan Dhan Yojana more financially inclusive. ",2020-11-20,[[9.9993443e-01 1.3607830e-05 5.1924464e-05]]
502,"With Lakshmi Vilas deal, DBS faces potential culture clash. DBS faces potential culture clash as it scoops up distressed Lakshmi Vilas Bank. Supreme Court to resume hearing on loan moratorium, interest on interest waiver case today. Airtel Payments Bank to expand footprint in West Bengal. RBI's swift resolution of Lakshmi Vilas Bank to maintain sector stability: S&P. Axis Bank offers e-governance solutions to Bangalore Water Supply and Sewerage Board. Proposed LVB-DBS merger a remarkable job: RBI board member. ",2020-11-19,[[7.2509865e-04 9.9927348e-01 1.4256697e-06]]
503,"RBI's Lakshmi Vilas Bank bailout plan: Singapore's DBS to infuse Rs 2,500 crore. Loan moratorium: SC to resume hearing today on interest waiver, RBI seeks to end stay on classification of NPAs. Lakshmi Vilas Bank: The rise and fall of a 94-yr-old troubled bank from Tamil Nadu. View: With Lakshmi Vilas Bank, India is finally getting a bank rescue right. Twist in DHFL resolution saga, now NCLT orders stay in proceedings till December 3. DBS-LVB Deal: A hint to foreign banks, grim signal for shareholders. Poonawalla Finance offers special loans to company secretaries. SBI banks on Juniper network infrastructure for its new data centre. Online gold loan business gaining traction and NBFCs want to make most of it. Lakshmi Vilas Bank depositors' money safe, says RBI-appointed administrator. AIBOC opposes merger of LVB with DBS Bank; pitches for merger with state-owned bank. Confident LVB moratorium will be lifted within one month, says RBI-appointed administrator. Clix Capital may apply for banking licence after failed merger with Lakshmi Vilas Bank. Merger with LVB to strengthen DBS Bank's India biz: Moody's. UCO Bank cuts home loan rate by 25 basis points. The reasons behind the fall of Lakshmi Vilas Bank. Banking frauds continue to rise amidst Covid-19 pandemic. DBS Bank issues maiden green loans in India worth Rs 1,050 cr to CapitaLand. ",2020-11-18,[[0.99270296 0.0010185  0.00627846]]
504,"NBFCs lose car loan market share on rate war by PSBs. Former Infosys chief appointed as chairperson of RBI's newly set up Innovation Hub. Yes Bank launches co-branded prepaid card with Neokred for cashless payments. Lakshmi Vilas Bank placed under moratorium; withdrawals capped at Rs 25,000. RBI proposes merger with DBS Bank as possible solution to Lakshmi Vilas Bank's capital woes. Lakshmi Vilas Bank placed under moratorium, withdrawals capped at Rs 25K; RBI proposes merger with DBS Bank. RBI restricts withdrawals from Jalna-based Mantha Urban Coop Bank for 6 months. Had demanded timely action from RBI on Lakshmi Vilas Bank, merger with a public sector bank: AIBEA. ",2020-11-17,[[9.560101e-01 3.762896e-05 4.395225e-02]]
505,"Banks will offer more doorstep services soon: Rajkiran Rai, Union Bank of India MD. Smriti Mandhana becomes the brand ambassador of Equitas Small Finance Bank. Equitas Small Finance Bank launches women savings account offering 7 pc interest. ",2020-11-16,[[9.9992955e-01 6.8412948e-05 2.0853042e-06]]
506,"Time RBI widens scope for potential banking licences: Sanjiv Bajaj, chairman of Bajaj Finance. ",2020-11-15,[[9.9996376e-01 3.5012123e-05 1.2289479e-06]]
507,"SIDBI commits Rs 250 cr funding to 3 firms; Stride Ventures gets up to Rs 85 cr. Yes Bank case: Rana Kapoor's daughter Roshni gets bail. Citibank expects card spends to reach year-ago level in Nov on festive offers, economic revival. AU Small Finance Bank starts operations in eastern India. Better than expected: Auto loan repayments bring cheer to lenders. ",2020-11-12,[[1.9694775e-04 9.9980229e-01 8.2834742e-07]]
508,"Retired PSU bankers may get one rank, one pension plan. Bank of Baroda cuts MCLR by 0.05 per cent across tenors. ICICI Bank's retail home loan portfolio crosses Rs 2 lakh crore. IBA, bank unions conclude wage negotiations; over 8.5 lakh employees to get 15 pc pay hike. HDFC Bank eyeing tenfold growth in merchant base to 20 million in three years. ",2020-11-11,[[5.031208e-04 9.994962e-01 5.833129e-07]]
509,"How Bandhan Bank plans to hold on to its title as the nation’s most profitable lender. Rs 946-cr bank fraud case: CBI carries out searches against Ezeego promoters in Mumbai. Unpaid dues from previous months may keep credit cost higher for MFIs. Government okays Rs 5,500 crore equity infusion into Punjab & Sind Bank. ",2020-11-10,[[9.9932480e-01 4.5096240e-04 2.2425145e-04]]
510,"Banking sector stress expected to drop following collection boost, income improves in Q2. Bank of Maharashtra cuts repo-linked lending rate by 15 basis points to 6.90%. Microfinance industry sees 31% rise in loan portfolio at Rs 2.36 lakh crore in FY20: Report. ",2020-11-09,[[2.6734013e-05 9.9997282e-01 5.1582828e-07]]
511,"Indian Overseas Bank seeks about Rs 1,000 cr capital support from government. Lakshmi Vilas Bank makes its stance clear to Clix group on Religare deposit case. ",2020-11-08,[[9.9999857e-01 1.3535765e-07 1.3693265e-06]]
512,India is world's third largest fintech market with innovations in digital payments. Significant progress in proposed merger with Clix Group: Lakshmi Vilas Bank. ,2020-11-07,[[6.9764906e-06 9.9999273e-01 1.8056973e-07]]
513,"No fee will be charged for sending money via WhatsApp: Mark Zuckerberg. WhatsApp Pay: Here's all you need to know about India's latest payments player. WhatsApp Pay goes official after NPCI approval. SBI integrates Yono Krishi with IFFCO eBazar. Bank credit rise 5.06 per cent, deposits up by 10.12 per cent: RBI data. ",2020-11-06,[[9.9676418e-01 3.2304614e-03 5.3458034e-06]]
514,"Banks see no rush for loan recast, expect borrowers to come forward in December. Bank of Baroda rolls out free counselling for 8,000 employees. HDFC Bank appoints Ramesh Lakshminarayanan as its new CIO. ICICI Bank's millennial branches to host entertainment shows as part of new offering. RBI allows co-origination of PSL loans by banks and NBFCs. Indian banks see revival in loan growth but concerns linger. Provision of SARFAESI Act empowering DMs to attach secured assets of borrowers directory: SC. ",2020-11-05,[[9.9112236e-01 8.8522965e-03 2.5338642e-05]]
515,"Banks roll out robots as pandemic shakes up IT plans. Is it prudent to opt for no-cost EMIs and other lucrative credit schemes on offer. Yes Bank case: High Court rejects bail pleas of Wadhawans. RBI Guv Shaktikanta Das chaired SAARC FINANCE Governors’ Group, member nations discussed current initiatives. SBI Card along with Paytm launch credit cards. Interest on interest waiver: Banks start crediting accounts; FinMin issues additional FAQs. RBI imposes penalty totalling Rs 15 lakh on two co-operative banks. ",2020-11-04,[[9.9974376e-01 2.7325514e-06 2.5353272e-04]]
516,"Citigroup names Anand Selva global head of consumer banking. Another Indian rises at Citi, Anand Selvakesari to head global consumer banking. This #ApnepanWaaliDiwali goes beyond words: #BeTheSparkle for your loved ones with SBI Card. Kotak Mahindra Bank reduces home loan rates to multi-year low of 6.75%. Finmin says no increase in service charges by any public sector bank. State-owned lender Bank of Baroda rolls back charges after public outcry. Scam-hit PMC Bank invites EoI from potential investors for reconstruction. PNB lowers recast target; expects only Rs 20,000 crore loan book to be restructured. Relief for bank depositors, no charges to be levied on money deposits and withdrawals, Finance ministry clarifies. ",2020-11-03,[[9.9977404e-01 1.8674425e-04 3.9246963e-05]]
517,"Covid stress: Banks confident provisions are good enough. Aditya Puri appointed as a senior adviser in Asia for Carlyle Group. IDFC First Bank logs strong September quarter, expects restructuring at 4% of loan book. Bandhan Bank prunes Covid-related risk projections with better repayment collection. HSBC appoints new head of debt financing business in India. RBI extends deadline for banks' compliance with new guidelines for existing current accounts. Rural is the next frontier: Sumant Kathpalia, CEO of IndusInd Bank. ",2020-11-02,[[6.7774934e-01 3.2220942e-01 4.1168380e-05]]
518,"Govt provides Rs 670-crore support to Regional Rural Banks to meet regulatory capital. Reserve Bank to evaluate impact of 'RBI Kehta Hai' campaign. Loan moratorium: Banks told to credit 'interest on interest' to borrowers, RBI tells SC. Banks can choose their own tech providers for digital documentation, government clarifies. No charges to be levied by banks for debit in Jan Dhan account. ",2020-11-01,[[9.9959105e-01 1.3768330e-06 4.0750165e-04]]
519,Bank of Baroda reduces lending rate by 15 bps to 6.85%. ,2020-10-31,[[9.9920660e-01 6.4220175e-04 1.5125616e-04]]
520,Axis Bank's JV deal with Max Life hits yet another regulatory wall. IndusInd expects restructuring book to be in control: CEO. ,2020-10-30,[[0.9183583  0.06608263 0.01555912]]
521,"Stimulus must be tailored to deliver benefit to the people. India should focus on infrastructure, easing of tax rules: Brian Moynihan, CEO, Bank of America. RBI imposes Rs 22 lakh fine on DCB Bank for violating marketing norms. Non-food bank credit growth decelerated to 5.8% in September. RBI board mulls future course for weaker banks. ",2020-10-29,[[1.6824696e-03 8.1135375e-05 9.9823642e-01]]
522,"Loans against FDs, bonds, shares out of Nirmala Sitharaman's relief plan. Jan Dhan accounts rise 60% amid pandemic, help stifle crime: SBI Research. Interest waiver: Outstanding as of Feb 29 to be reference for ex gratia relief. ",2020-10-28,[[9.9815696e-01 8.9799857e-04 9.4504678e-04]]
523,"SBI, HDFC Bank & BoB may team up for a NUE payments entity. Yes Bank starts physical takeover of Anil Ambani’s Reliance Group HQ in Mumbai. November 5 cutoff for banks to credit compound interest collected. RBI asks lending institutions to implement waiver of interest on interest scheme. Lenders to credit 'interest on interest' to borrowers account by November 5, Centre tells SC. RBI set to change India's payments picture with new QR code rules. RBI asks lending institutions for ex-gratia payment of interest on interest scheme. Why did Aditya Puri return to India? Was it family or HDFC Bank?. CSB Bank, IIFL Finance join hands to offer gold loans in untapped locations. Banks relieved as government notifies reimbursement of compound interest. ",2020-10-27,[[9.9989522e-01 1.5568738e-05 8.9142239e-05]]
